AA.DAfN,AW,DOI,F.FN
"University of York;; ","years;; portable;; document;; format;; pdf;; become;; ubiquitous;; exchange;; documents;; 2005;; profile;; defined;; order;; meet;; long;; term;; accessibility;; needs;; accordingly;; come;; regarded;; archiving;; strategy;; files;; field;; archaeology;; growing;; number;; containing;; detailed;; fieldwork;; research;; beginning;; deposited;; digital;; archives;; data;; service;; ads;; experience;; benefits;; drawbacks;; majority;; reports;; now;; standard;; better;; suited;; longer;; access;; migrating;; managing;; ensuring;; reuse;; intensive;; fraught;; potential;; pitfalls;; perhaps;; serious;; unreliability;; conformance;; wide;; range;; tools;; software;; practical;; more;; theoretical;; implications;; discipline;; alongside;; so;; others;; rapidly;; becomes;; digitized;; us;; large;; corpus;; human;; readable;; may;; amenable;; machine;; technologies;; nlp;; argued;; factors;; effectively;; undermine;; perceived;; cost;; benefit;; moving;; paper;; sustainability","10.2218/ijdc.v9i2.267","world wide web;; sustainability;; software;; reuse;; portable document format;; perceived cost;; pdf a;; digital archives;; data mining;; data as a service;; computer science;; archaeology"
"University of South Florida","existing;; appraisal;; selection;; policies;; libraries;; archives;; museum;; social;; science;; data;; centers;; paper;; generic;; framework;; digital;; curation;; presenting;; author;; discusses;; archival;; theories;; methods;; criteria;; adapt;; general;; context","10.2218/ijdc.v9i2.272","world wide web;; valuation;; digital curation;; data mining;; data curation;; computer science;; archival appraisal"
";; ;; ","process;; developing;; digital;; collection;; context;; research;; project;; involves;; pipeline;; pattern;; data;; growth;; types;; authenticity;; assessed;; iteratively;; relation;; different;; steps;; interest;; archiving;; throughout;; lifecycle;; curators;; organize;; newly;; generated;; cleaning;; integrating;; legacy;; exists;; deciding;; preserved;; long;; term;; actions;; part;; oiled;; management;; workflow;; practical;; challenges;; doing;; so;; if;; large;; heterogeneous;; accessed;; several;; researchers;; contemporaneously;; solutions;; help;; efficient;; demand;; analyses;; remain;; informed;; evolving;; characteristics;; paper;; describe;; efforts;; towards;; leverage;; open;; science;; high;; performance;; computing;; hpc;; resources;; routinely;; efficiently;; conducting;; tasks;; collections;; techniques;; significantly;; reduce;; time;; accomplishing;; critical;; enable;; dynamic;; archaeological;; complex;; formation;; history;; test;; case;; share;; experiences;; adopting;; scale;; entails;; understanding;; usage;; source;; environment;; training;; users;; generalized;; meet;; needs;; working","10.2218/ijdc.v9i2.331","world wide web;; workflow;; supercomputer;; research process;; open science;; legacy data;; data type;; data mining;; data management;; data collection;; computer science"
";; ;; ;; ;; ;; ;; ;; ","scientific;; workflows;; supporting;; systems;; becoming;; increasingly;; popular;; compute;; intensive;; data;; experiments;; advantages;; offer;; include;; rapid;; easy;; workflow;; design;; software;; reuse;; scalable;; execution;; sharing;; collaboration;; altogether;; facilitate;; reproducible;; science;; context;; provenance;; information;; origin;; derivation;; ownership;; history;; artifact;; plays;; key;; role;; scientists;; interested;; examining;; auditing;; order;; perform;; analyses;; part;; extended;; research;; collaborations;; adequate;; environment;; tools;; concretely;; arises;; repository;; traces;; interoperable;; manner;; enabling;; querying;; visualization;; furthermore;; functionality;; supported;; taking;; performance;; scalability;; account;; purpose;; mind;; introduce;; pbase;; implementing;; provone;; standard;; extends;; emerging;; w3c;; prov;; specific;; concepts;; built;; neo4j;; graph;; database;; offering;; capabilities;; declarative;; efficient;; experiences;; power;; gained;; types;; queries;; addition;; equipped;; user;; friendly;; interface;; tailored;; specification;; interpretation;; easier;; more;; effective","10.2218/ijdc.v9i2.332","workflow;; visualization;; user friendly;; software;; scalability;; provenance;; interoperability;; graph database;; data mining;; computer science"
"Royal Netherlands Academy of Arts and Sciences;; ","high;; quality;; timely;; data;; management;; secure;; storage;; both;; completion;; research;; essential;; prerequisite;; sharing;; crucial;; universities;; institutions;; themselves;; formulate;; clear;; policy;; organization;; implementation;; support;; researchers;; adequate;; technical;; infrastructure;; indispensable;; practice;; paper;; overview;; merging;; federated;; netherlands;; front;; office;; back;; model;; case;; efficient;; effective;; national;; elaborate;; stakeholders;; involved;; services;; offer;; benefits;; offices;; pay;; attention;; number;; challenges;; facing;; automatic;; ingest;; integrating;; access","10.2218/ijdc.v9i2.333","spatial data infrastructure;; merge;; knowledge management;; front office;; data mining;; data management;; computer science;; back office"
"","review;; research;; data;; management;; practical;; strategies;; information;; professionals;; edited;; joyce;; ray;; purdue;; university;; press;; 30;; jan;; 2014;; paperback;; 436;; pp;; isbn;; 10;; 1;; 55753;; 664;; 3;; 13;; 978;; 8","10.2218/ijdc.v9i2.322","knowledge management;; data management;; computer science"
"University of Glasgow;; ;; ;; ","paper;; shares;; digital;; curation;; centre;; programme;; institutional;; engagements;; ies;; describes;; continue;; provide;; tailored;; support;; research;; data;; management;; rdm;; uk;; higher;; education;; sector;; spring;; 2011;; 2013;; dcc;; ran;; series;; 21;; engagement;; involved;; helping;; institutions;; assess;; needs;; develop;; policy;; strategy;; begin;; implement;; range;; services;; conducted;; synthesis;; evaluation;; analysing;; types;; assistance;; requested;; impact;; lessons;; emerge;; exercises;; informed;; future;; helped;; reshape","10.2218/ijdc.v9i2.334","rdm;; knowledge management;; higher education;; digital curation;; data management;; computer science"
"Purdue University;; ;; ","objective;; paper;; showcase;; progress;; earthquake;; engineering;; community;; decade;; long;; effort;; supported;; national;; science;; foundation;; george;; brown;; jr;; network;; simulation;; nees;; four;; years;; operations;; headquartered;; purdue;; university;; neescomm;; management;; team;; facilitated;; unprecedented;; cultural;; change;; ways;; research;; performed;; played;; major;; role;; advancing;; cyberinfrastructure;; transformative;; outcomes;; impact;; contributing;; safer;; structures;; throughout;; usa;; abroad;; reflects;; developments;; initiatives;; helped;; instil;; tsunami;; share;; reuse;; data;; collaborate;; general","10.2218/ijdc.v9i2.335","transformative learning;; safer;; reuse;; network operations center;; network for earthquake engineering simulation;; engineering research;; earthquake engineering;; data mining;; cyberinfrastructure;; computer science"
";; ;; ;; ","article;; reports;; transfer;; massive;; scientific;; dataset;; national;; laboratory;; university;; library;; one;; kind;; workforce;; another;; sloan;; digital;; sky;; survey;; sdss;; archive;; examine;; emergence;; research;; data;; management;; individuals;; diverse;; educational;; backgrounds;; domain;; experience;; involved;; scientists;; computer;; software;; systems;; engineers;; programmers;; librarians;; types;; positions;; terms;; technologist;; scientist;; science;; professional;; curator;; more;; semi;; structured;; interviews;; ethnographic;; participant;; observation;; archival;; studies;; 2011;; 2013;; staff;; conducting;; storage;; archiving;; faced;; two;; performance;; problems;; preservation;; specialist;; system;; administrator;; worked;; together;; closely;; discover;; implement;; solutions;; slow;; verification;; processes;; team;; overcame;; downs;; problem;; solving;; working;; writing;; code;; lacked;; astronomy;; knowledge;; necessary;; meet;; curation;; goals;; case;; reveals;; variety;; expertise;; essential;; process;; histories;; emerge;; managers;; studied;; teamwork;; bring;; disparate;; especially;; technical;; education;; implications;; policy;; relevant;; stakeholders;; part;; continuing;; infrastructures","10.2218/ijdc.v9i2.336","workforce;; teamwork;; system administrator;; scientific method;; participant observation;; knowledge management;; domain knowledge;; data science;; data mining;; data management;; computer science;; archival science"
"University of California, Davis;; ;; ;; ;; ;; ;; ;; ;; ","data;; curation;; increasingly;; important;; previous;; work;; kepler;; package;; advantages;; come;; automating;; pipelines;; workflow;; systems;; manually;; designed;; workflows;; error;; prone;; inefficient;; lack;; user;; understanding;; system;; misuse;; actors;; human;; correcting;; problematic;; time;; consuming;; more;; proactive;; help;; users;; avoid;; pitfalls;; example;; static;; execution;; detect;; potential;; problems;; design;; paper;; propose;; declarative;; approach;; supports;; semi;; automated;; optimization;; show;; engine;; helps;; construct;; detects;; different;; optimized;; exploiting;; parallelism","10.2218/ijdc.v9i2.337","xpdl;; workflow technology;; workflow management system;; workflow engine;; workflow;; windows workflow foundation;; static analysis;; data mining;; data curation;; computer science"
";; ;; ;; ;; ;; ","research;; data;; generated;; ever;; increasing;; rate;; brings;; challenges;; store;; analyse;; care;; component;; problem;; stewardship;; files;; safe;; secure;; home;; medium;; long;; term;; part;; typical;; suites;; management;; services;; researchers;; large;; allocations;; active;; storage;; stored;; expensive;; fast;; disks;; enable;; efficient;; transfer;; working;; amounts;; over;; time;; fills;; facility;; move;; older;; still;; valuable;; cheaper;; addition;; funders;; increasingly;; requiring;; forms;; allow;; retrieved;; future;; t;; shared;; publicly;; open;; repository;; closed;; solution;; make;; offline;; line;; cost;; efficiency;; paper;; describes;; requirements;; called;; vault","10.2218/ijdc.v11i1.406","information repository;; database;; data proliferation;; data mining;; data management;; data efficiency;; cost efficiency;; computer science;; active data"
"Georgia Institute of Technology;; ;; Pennsylvania State University;; University of Oregon;; Stanford University","paper;; describes;; investigation;; researchers;; different;; fields;; interpreting;; responding;; u;; national;; science;; foundation;; data;; management;; plan;; dmp;; requirement;; documents;; written;; themselves;; dmps;; provide;; insight;; understanding;; potential;; value;; others;; environment;; developed;; prepared;; willingness;; ability;; ensure;; now;; long;; term;; support;; institute;; museum;; library;; services;; authors;; conducted;; content;; generated;; respective;; institutions;; shared;; rubric;; developing;; testing;; designed;; understand;; evaluate;; intend;; develop;; more;; complete;; larger;; scale;; managing;; sharing;; archiving","10.2218/ijdc.v11i1.423","rubric;; library services;; knowledge management;; data science;; data mining;; data management plan;; data management;; content analysis;; computer science"
"University of Illinois at Urbanaâ€“Champaign;; National Center for Atmospheric Research","scientific;; data;; volumes;; format;; types;; sources;; increase;; rapidly;; invention;; improvement;; capabilities;; resulting;; datasets;; becoming;; more;; complex;; manage;; one;; significant;; management;; challenges;; pulling;; apart;; individual;; contributions;; specific;; people;; organizations;; large;; projects;; important;; two;; aspects;; 1;; assigning;; responsibility;; accountability;; work;; 2;; giving;; professional;; credit;; individuals;; g;; hiring;; promotion;; tenure;; paper;; aims;; review;; extant;; practice;; attribution;; may;; case;; creating;; detailed;; record;; climate;; model;; dataset;; evaluates;; strengths;; weaknesses;; current;; proposes;; alternative;; framework;; accordingly;; concludes;; demonstrating;; analogous;; acknowledging;; different;; roles;; responsibilities;; shown;; movie;; credits;; methodology;; developed;; general;; identify;; map;; relationships;; contributed;; applied;; create;; beyond","10.2218/ijdc.v11i1.357","strengths and weaknesses;; knowledge management;; framing;; extant taxon;; data mining;; computer science;; climate model;; attribution;; acknowledgement;; accountability"
"University of California;; University of California;; University of California;; University of California;; University of California","scholars;; ten;; campuses;; university;; california;; system;; academic;; peers;; elsewhere;; increasingly;; asked;; ensure;; data;; resulting;; research;; teaching;; activities;; subject;; effective;; long;; term;; management;; public;; discovery;; retrieval;; imperative;; rdm;; stems;; mandates;; private;; funding;; agencies;; pre;; publication;; requirements;; institutional;; policies;; evolving;; norms;; scholarly;; discourse;; order;; meet;; obligations;; access;; appropriate;; disciplinary;; tools;; services;; guidance;; providing;; help;; areas;; important;; service;; providers;; recognize;; disparity;; familiarity;; curation;; concepts;; practices;; uc;; center;; uc3;; digital;; library;; supports;; growing;; roster;; innovative;; intended;; originally;; needs;; information;; professionals;; librarians;; archivists;; curators;; address;; concerns;; individual;; realized;; needed;; deploy;; systems;; optimized;; stakeholders;; widely;; divergent;; experiences;; expertise;; expectations;; led;; development;; dash;; online;; campus;; sharing;; easy;; gives;; appearance;; full;; fledged;; repository;; actuality;; lightweight;; overlay;; layer;; sits;; top;; standards;; compliant;; repositories;; existing;; merritt;; offers;; intuitive;; interfaces;; dataset;; submission;; description;; imposing;; minimal;; prescriptive;; eligibility;; automating;; hiding;; mechanical;; details;; doi;; assignment;; packaging;; deposit;; featuring;; streamlined;; self;; user;; experience;; integrated;; easily;; workflows;; offering","10.2218/ijdc.v11i1.408","world wide web;; workflow;; service provider;; self service;; rdm;; knowledge management;; digital library;; data sharing;; data mining;; data management;; data curation;; computer science"
"University of Illinois at Urbanaâ€“Champaign","article;; extends;; previous;; work;; preserving;; virtual;; worlds;; pvwii;; funded;; grant;; institute;; museum;; library;; services;; author;; draws;; interview;; data;; collected;; video;; game;; developers;; content;; several;; long;; running;; series;; project;; advisory;; board;; researcher;; reports;; paper;; exposes;; two;; fundamental;; challenges;; creating;; metrics;; specifications;; preservation;; namely;; one;; type;; user;; designated;; stakeholder;; community;; significant;; properties;; games;; cannot;; always;; located;; code;; platform;; serve;; explain;; why;; existing;; ideas;; inadequate;; treated;; digital;; cultural;; heritage;; specialists;; bind;; nebulous;; dynamic;; objects;; process;; necessary;; inherently;; artificial","10.2218/ijdc.v11i1.339","world wide web;; video game development;; multimedia;; metaverse;; game testing;; game mechanics;; game design;; game art design;; game developer;; data mining;; cultural heritage;; computer science"
"Newcastle University","ability;; measure;; impact;; published;; data;; sets;; key;; success;; open;; science;; paradigm;; direct;; require;; tracking;; re;; wild;; difficult;; achieve;; commonly;; replaced;; simpler;; metrics;; download;; citation;; counts;; paper;; describe;; scenario;; track;; trajectory;; dataset;; publication;; show;; enables;; design;; accurate;; models;; ascribing;; credit;; originators;; dt;; graph;; encodes;; knowledge;; whom;; context;; possibly;; several;; generations;; provide;; theoretical;; model;; dts;; grounded;; w3c;; prov;; provenance;; automatically;; propagate;; fraction;; transitively;; derived;; datasets;; back;; original;; contributors;; transitive;; action;; means;; reuse;; simulator;; longer;; term;; ultimate;; hope;; measures;; incentives;; conclude;; outlining;; research;; agenda;; address;; hard;; questions;; creating;; collecting;; systematically;; across;; large;; number;; instances","10.2218/ijdc.v11i1.425","transitive relation;; trajectory;; reuse;; open science;; open data;; download;; data set;; data model;; data mining;; computer science"
"University of Southampton;; University of Southampton;; University of the Arts London;; STFC;; University of Edinburgh;; Nine by Nine;; University of Edinburgh;; University of Southampton","almost;; researchers;; collect;; preserve;; metadata;; doing;; so;; seen;; burden;; actively;; investigation;; creative;; process;; benefits;; become;; apparent;; instantly;; active;; arise;; ways;; several;; investigated;; collaboration;; research;; enhancement;; cream;; project;; funded;; jisc;; part;; data;; spring;; initiative;; exploring;; concept;; understanding;; partners;; paper;; explains;; means;; describes;; characterises;; developing;; involve;; documenting;; key;; decision;; points;; documented;; processes;; accordingly;; more;; transparent;; reproducible;; reusable","10.2218/ijdc.v11i1.412","world wide web;; use case;; metadata;; data mining;; computer science"
"Universidade Estadual de Londrina","t;; he;; development;; research;; infrastructure;; enabled;; data;; shared;; accessed;; more;; openly;; policy;; mandates;; sharing;; contributed;; increasing;; availability;; repositories;; create;; favourable;; conditions;; re;; purposes;; always;; anticipated;; original;; collectors;; despite;; current;; efforts;; promote;; transparency;; reproducibility;; science;; cannot;; assumed;; nor;; merely;; thrifting;; activity;; scientists;; shop;; around;; considering;; ease;; access;; lack;; integrated;; view;; individual;; social;; technological;; influential;; factors;; intentional;; actual;; behaviour;; key;; motivator;; interviews;; 13;; 25;; found;; influence;; perceptions;; experiences;; both;; unsuccessful;; successful;; attempts;; grouped;; six;; theoretical;; variables;; perceived;; benefits;; risks;; effort;; facilitating;; usability;; provide;; depth;; understanding;; context;; open;; valuable;; terms;; theory;; practice;; help;; leverage;; make;; publicly;; actionable","10.2218/ijdc.v11i1.401","transparency;; social influence;; perception;; open science;; leverage;; knowledge management;; exploratory research;; ease of access;; data sharing;; data mining;; computer science"
"University of California, Los Angeles;; University of California, Los Angeles;; University of California, Los Angeles;; University of California, Los Angeles;; University of California, Los Angeles;; University of California, Los Angeles;; University of California, Los Angeles","scientists;; fields;; face;; challenges;; managing;; sustaining;; access;; research;; data;; larger;; longer;; term;; project;; more;; likely;; resources;; dedicated;; staff;; manage;; technology;; leaving;; whose;; work;; smaller;; shorter;; projects;; disadvantage;; volume;; variety;; managed;; varies;; factors;; two;; number;; collaborators;; length;; part;; nsf;; conceptualize;; institute;; empowering;; long;; tail;; explored;; opportunities;; offered;; software;; service;; saas;; cloud;; services;; popular;; business;; reduce;; costs;; labor;; management;; gaining;; ground;; scientific;; environments;; similar;; reasons;; studied;; three;; settings;; conduct;; small;; medium;; sized;; laboratories;; science;; centers;; cens;; c;; debi;; third;; workshop;; natural;; reserve;; managers;; highly;; diverse;; practices;; make;; minimal;; standards;; metadata;; lack;; despite;; recognizing;; found;; address;; technical;; needs;; basic;; document;; creation;; storage;; support;; rapidly;; changing;; sophisticated;; domain;; specific;; tools;; challenging;; knowledge;; infrastructure;; requirements;; require;; investments;; multiple;; stakeholders","10.2218/ijdc.v11i1.428","technology management;; software as a service;; metadata;; long tail;; knowledge management;; disadvantage;; data mining;; data management plan;; data management;; computer science;; cloud computing"
";; ;; ;; ","southampton;; chemical;; information;; group;; genesis;; 2001;; began;; science;; pilot;; project;; investigate;; structure;; property;; mapping;; combinatorial;; chemistry;; grid;; combechem;; instigated;; range;; activities;; underway;; more;; ten;; years;; ways;; matching;; expansion;; interest;; web;; vehicle;; collection;; curation;; dissemination;; reuse;; exploitation;; scientific;; data;; frequently;; exemplar;; case;; studies;; notably;; series;; projects;; funded;; jisc;; epsrc;; investigated;; issues;; long;; term;; preservation;; support;; scholarly;; knowledge;; cycle;; ebank;; uk;; rapid;; developments;; internet;; access;; mobile;; technology;; significantly;; influenced;; way;; researchers;; view;; connectivity;; standards;; increasing;; importance;; power;; semantics;; semantic;; technical;; advances;; interact;; strongly;; social;; dimension;; led;; reconsideration;; responsibilities;; quality;; research;; satisfying;; requirements;; modern;; stakeholders;; obligations;; rise;; discussions;; open;; creating;; alternatives;; now;; technically;; feasible;; socially;; acceptable;; business;; plans;; changing;; too;; strange;; contradiction;; desire;; run;; ahead;; sensible;; affordable;; lagging;; behind;; imagination;; potentially;; game;; taking;; sciences;; example;; focusing;; explore;; perspective;; back;; forward;; far;; able;; re;; imagine;; value;; pathway;; bench;; publication;; assess;; major;; changes;; achieved;; less;; successful;; might;; hoped;; directions;; future;; clearly;; already;; envisage;; becoming","10.2218/ijdc.v10i2.377","semantics;; semantic web;; open data;; mobile technology;; lagging;; knowledge management;; internet access;; data mining;; data curation;; computer science;; citation"
"Parliament of the United Kingdom","parliamentary;; archives;; responsible;; preserving;; providing;; access;; historical;; records;; uk;; parliament;; collection;; national;; indeed;; international;; importance;; encompasses;; wide;; range;; digital;; content;; created;; ever;; changing;; environment;; 2010;; staged;; project;; led;; successful;; implementation;; operational;; repository;; transition;; production;; allows;; reflect;; organisation;; progress;; preservation;; deployment;; outline;; future;; goals;; viability;; implementing;; infrastructure;; challenge;; remains;; embed;; business;; usual;; activity","10.2218/ijdc.v10i2.378","world wide web;; software deployment;; parliament;; historical record;; digital preservation;; digital content;; computer science;; business as usual"
"Science and Technology Facilities Council;; ","british;; atmospheric;; data;; centre;; badc;; existed;; form;; 20;; years;; formally;; created;; 1994;; evolved;; gdf;; geophysical;; facility;; serc;; science;; engineering;; research;; council;; reform;; nerc;; natural;; environment;; extended;; remit;; cover;; below;; 10km;; altitude;; change;; took;; sources;; started;; interacting;; programmes;; now;; hit;; early;; adulthood;; prompted;; milestone;; examine;; paper;; creaking;; seams;; looking;; forward;; prime;; life;; gliding;; effortlessly;; future;; parts;; bullet;; proof;; held;; together;; double;; sided;; sticky;; tape;; expect;; see;; another;; twenty;; time;; answer;; questions;; interfaces;; technology;; processes;; organisation;; provision;; services;; three;; snapshots;; 2004;; 2014;; metrics;; reports;; compare;; contrasts;; repository;; landscape;; changed;; massively;; over;; period;; moved;; focus;; development;; broader;; community;; followed;; emerging;; trends;; standards;; ways;; working;; incorporation;; ideas;; both;; blessing;; curse;; providing;; staff;; plenty;; challenges;; opportunities;; discuss;; key;; functions;; discovery;; access;; ingestion;; management;; planning;; preservation;; plans;; agreements;; licences;; policy;; storage;; server;; funding;; user;; conclude;; probably;; still;; exist;; 2024;; likely;; reliant;; file;; system;; delivering;; service;; host;; routes;; may;; vary","10.2218/ijdc.v10i2.379","science and engineering;; file system;; data policy;; data mining;; data management;; data discovery;; data center;; data access;; curse;; computer science"
";; Laboratorio di Informatica Musicale#R##N#Dipartimento di Informatica#R##N#UniversitÃ  degli Studi di Milano;; ","focus;; paper;; integration;; audio;; resources;; content;; types;; digital;; libraries;; case;; initiative;; biblioteca;; europea;; di;; informazione;; cultura;; beic;; italian;; institution;; pursues;; educational;; instructional;; goals;; realization;; management;; multimedia;; free;; access;; open;; shelf;; library;; section;; added;; already;; existing;; archive;; allowing;; users;; listen;; 1000;; classical;; recordings;; multi;; platform;; cross;; browser;; manner;; experience;; involves;; number;; heterogeneous;; fields;; ranging;; musicology;; computer;; programming;; cataloging;; digitization;; archiving;; apply;; bottom;; technique;; order;; provide;; generalization;; specific;; suggesting;; methodological;; approach;; similar;; initiatives","10.2218/ijdc.v10i2.345","world wide web;; musicology;; multimedia;; digitization;; digital library;; data mining;; computer science;; computer programming;; cataloging"
";; ","digital;; preservation;; community;; currently;; utilises;; number;; tools;; automated;; processes;; identify;; validate;; objects;; identification;; vital;; first;; step;; long;; term;; returned;; purpose;; lacking;; transparency;; easily;; tested;; verified;; paper;; suggests;; test;; corpus;; one;; way;; providing;; verification;; validation;; ultimately;; improving;; trust;; stimulus;; development;; issues;; outlined;; attention;; drawn;; examples;; existing;; corpora;; conceivably;; provide;; useable;; framework;; starting;; point;; own;; communities;; needs;; seek;; answer;; questions;; area;; merely;; attempts;; set;; areas;; consideration;; next;; taken","10.2218/ijdc.v7i1.211","verification and validation;; transparency;; file format;; digital preservation;; data mining;; computer science"
";; ;; ;; ;; ;; ;; ","domains;; rapid;; generation;; large;; amounts;; data;; fundamentally;; changing;; research;; done;; deluge;; great;; opportunities;; challenges;; managing;; analyzing;; sharing;; good;; training;; resources;; researchers;; looking;; develop;; skills;; enable;; more;; effective;; productive;; scarce;; little;; space;; existing;; curriculum;; courses;; additional;; lectures;; address;; developed;; introductory;; two;; day;; intensive;; workshop;; carpentry;; designed;; teach;; basic;; concepts;; tools;; working;; effectively;; reproducibly;; workshops;; software;; hands;; bootcamp;; style;; teaching;; best;; practices;; development;; success;; short;; foundational;; focuses;; literacy;; objective;; retrieve;; view;; manipulate;; analyze;; store;; open;; reproducible;; way;; order;; extract;; knowledge","10.2218/ijdc.v10i1.351","software development;; software;; research skills;; knowledge management;; data mining;; data literacy;; curriculum;; computer science;; carpentry;; best practice"
"","article;; considers;; digital;; curation;; doctoral;; role;; supervisor;; institution;; facilitating;; students;; acquisition;; skills;; potentially;; problematic;; expectations;; supervisory;; relationship;; regards;; research;; took;; form;; current;; training;; landscape;; focussing;; supervision;; followed;; survey;; n;; 116;; investigating;; attitudes;; towards;; importance;; expertise;; responsibilities;; regarding;; confirms;; important;; supervisors;; particularly;; consider;; themselves;; largely;; unskilled;; tasks;; detailed;; picture;; activity;; identifies;; areas;; concern;; demonstrates;; responsibility;; thought;; lie;; institutions;; perceived;; low;; individuals;; tend;; over;; assign;; finally;; types;; support;; system;; makes;; suggestions;; ways;; others;; effectively;; efficiently;; address","10.2218/ijdc.v10i1.328","support system;; supervisor;; knowledge management;; doctoral research;; digital curation;; data mining;; data curation;; computer science"
"","order;; better;; understand;; factors;; influence;; researchers;; deposit;; data;; choice;; collected;; survey;; deposited;; phylogenetic;; treebase;; dryad;; repositories;; respondents;; asked;; rank;; relative;; importance;; eight;; found;; differed;; both;; rankings;; subtly;; significantly;; users;; average;; ranked;; domain;; specialization;; repository;; highest;; equal;; trust;; persistence;; ease;; submission;; process;; interestingly;; particularly;; strongly;; divided;; directed;; choose;; journal;; policy;; funding;; agency;; least;; important;; depositing;; multiple;; archiving;; voluntarily","10.2218/ijdc.v10i1.289","world wide web;; survey data collection;; ranking;; information repository;; funding agency;; data submission;; data science;; data mining;; data management;; computer science"
";; ;; ","user;; defined;; metadata;; useful;; curating;; helping;; provide;; context;; experiment;; records;; previous;; investigations;; simply;; providing;; facility;; add;; enough;; ensure;; added;; let;; alone;; high;; quality;; first;; enforcing;; generation;; benefit;; if;; low;; inconsistent;; irrelevant;; researchers;; support;; one;; strategy;; encourage;; more;; effective;; creation;; design;; interfaces;; invite;; users;; asking;; questions;; ask;; specific;; experiments;; activities;; capture;; relevant;; risk;; wrong;; may;; lead;; loss;; valuable;; terms;; material;; paper;; investigate;; different;; generate;; eliciting;; information;; three;; conditions;; free;; recall;; changing;; perspective;; thinking;; search;; help;; someone;; else;; cues;; set;; topic;; responses;; varied;; types;; show;; created;; expected;; generates;; highest;; numbers;; diverse;; range;; elements;; captured;; important;; themes;; generated;; create;; missing;; number;; unexpected;; describing;; original;; personal;; opinions;; experiences;; comments;; text;; itself;; both;; positive;; negative;; consequences;; curation;; scientific;; studies;; techniques;; chemistry","10.2218/ijdc.v10i1.343","world wide web;; user interface;; user defined;; metadata;; information retrieval;; free recall;; data mining;; computer science;; ask price"
";; ;; ;; ","data;; curation;; profiles;; toolkit;; dcpt;; emerged;; purdue;; university;; libraries;; 2004;; initiative;; engage;; multidisciplinary;; research;; tool;; developed;; assist;; librarians;; information;; professionals;; conduct;; interviews;; identify;; needs;; researchers;; managing;; sharing;; curating;; widely;; adopted;; applied;; contexts;; usability;; formally;; assessed;; address;; conducted;; survey;; users;; included;; quantitative;; measures;; potential;; influencing;; factors;; perceived;; usefulness;; ease;; open;; ended;; questions;; experiences;; better;; understand;; strengths;; weaknesses;; areas;; factor;; subsequent;; regression;; models;; revealed;; several;; underlying;; affect;; responses;; themes;; concerns;; amount;; time;; structure;; format;; alignment;; faculty;; library;; community;; correlating;; identified;; paper;; first;; empirical;; assessment;; help;; user;; expectations;; methodology;; readily;; assess;; utility;; tools;; professional","10.2218/ijdc.v10i1.344","usability;; technology acceptance model;; strengths and weaknesses;; multidisciplinary approach;; knowledge management;; information science;; empirical assessment;; data mining;; data management;; data curation;; computer science"
"University of Illinois at Urbanaâ€“Champaign","understanding;; methods;; processes;; implemented;; data;; producers;; generate;; research;; essential;; fostering;; reuse;; yet;; producing;; metadata;; describes;; remains;; time;; intensive;; activity;; readily;; undertake;; researchers;; long;; tail;; science;; lack;; financial;; support;; tools;; generation;; thereby;; limiting;; future;; access;; investigates;; journal;; publications;; potential;; source;; identifying;; descriptive;; initial;; indicate;; articles;; provide;; rich;; content;; sufficiently;; mapped;; existing;; standards;; elements;; resulting;; mapping;; production;; process;; implications;; enhancing;; robust;; curation;; inquiry;; innovation","10.2218/ijdc.v10i1.347","world wide web;; reuse;; metadata;; meta data services;; long tail;; data mining;; data mapping;; data management plan;; data element;; data dictionary;; computer science"
"Science and Technology Facilities Council;; ;; ;; ","paper;; consider;; requirements;; preserving;; memory;; science;; becoming;; more;; challenging;; data;; volumes;; rates;; continue;; increase;; capture;; full;; picture;; scientific;; move;; beyond;; bit;; preservation;; challenge;; research;; context;; represent;; meaning;; interpret;; relation;; artefacts;; distributed;; multiple;; information;; spaces;; review;; progress;; digital;; over;; last;; decade;; emphasising;; development;; programme;; stfc;; conclude;; number;; observations;; future;; directions;; practical;; deployment;; policy;; infrastructure;; effectively;; preserve","10.2218/ijdc.v10i1.361","software deployment;; scientific method;; digital preservation;; digital curation;; data preservation;; data mining;; computer science"
"University of Glasgow","notion;; designated;; community;; always;; rather;; elusive;; concept;; across;; digital;; curation;; landscape;; paper;; effort;; revisit;; stir;; discussions;; area;; more;; specifically;; offers;; perspective;; communities;; lens;; web;; powered;; developments;; last;; ten;; years;; social;; media;; research;; multi;; faceted;; html;; content;; online;; pages;; propose;; heuristics;; defining;; technology;; adopt;; properties;; knowledge;; organisation;; link;; impacts;; building;; quantifiable;; models;; estimating;; risks;; refining;; approaches;; preservation;; strategies;; meet;; needs","10.2218/ijdc.v10i1.360","world wide web;; web page;; through the lens metering;; social media;; knowledge organisation;; heuristics;; digital curation;; data mining;; computer science"
