AA.DAfN,AW,DOI,F.FN
"","article;; offers;; methods;; implementing;; diane;; jakacki;; katherine;; faull;; identify;; digital;; humanities;; course;; assignment;; level;; specifically;; one;; tei;; college;; university;; literature;; classrooms;; author;; overview;; his;; class;; activities;; lesson;; plans;; range;; traditional;; instruction;; laboratory;; exercises;; order;; approach;; teaching;; anticipates;; students;; anxieties;; gradual;; means;; learning;; literary;; texts;; concludes;; reflecting;; classroom;; complicates;; critiques;; proclivity;; endorse;; neoliberal;; education;; models;; challenging;; simplistic;; renderings;; field;; tools;; offering;; interconnections;; practices;; aims;; supply;; conscientious;; designing;; assignments;; interested;; hesitant;; include","10.4000/jtei.1804","sociology;; praxis;; pedagogy;; neoliberalism;; digital humanities"
"","schema;; general;; intended;; check;; document;; errors;; cause;; problems;; processing;; schemas;; help;; us;; write;; documents;; tei;; odd;; language;; more;; modern;; version;; thereof;; pure;; two;; distinctly;; different;; purposes;; 1;; create;; markup;; documentation;; 2;; customize;; already;; written;; several;; examples;; guidelines;; music;; encoding;; initiative;; iso;; feature;; structure;; system;; w3c;; internationalization;; tag;; set;; lite;; tite;; simple;; print;; comic;; book;; digital;; humanities;; quarterly;; libraries;; journal;; uses;; common;; far;; customized;; project;; meant;; box;; every;; expected;; example;; raw;; uncustomized;; type;; attribute;; robust;; nine;; suggested;; values;; business;; delivery;; entrance;; exit;; location;; mixed;; novelistic;; setting;; may;; wish;; expand;; list;; g;; adding;; onstage;; prop;; remains;; require;; encoders;; value;; expanded;; sort;; molding;; local;; done;; creating;; customization;; paper;; user;; fact;; likely;; flag;; things;; processor;; find;; perfectly;; acceptable;; allow;; quickly;; easily;; accurately;; xml;; editor","10.4000/jtei.2573","sort;; xml;; programming language;; personalization;; music encoding initiative;; markup language;; internationalization tag set;; feature structure;; documentation;; computer science"
"","landscapes;; injustice;; project;; seeks;; encode;; mid;; twentieth;; century;; documents;; japanese;; canadian;; community;; so;; accessible;; modern;; audiences;; fundamental;; problem;; kanji;; time;; replaced;; different;; others;; removed;; lists;; formally;; acceptable;; characters;; efforts;; two;; technologies;; designed;; address;; situation;; first;; standardized;; variation;; sequence;; svs;; feature;; unicode;; work;; revealed;; set;; sequences;; completely;; cover;; old;; glyph;; pairs;; identified;; authorities;; forms;; general;; turned;; tei;; elements;; second;; technology;; augment;; support;; lastly;; dealt;; issue;; finding;; suitably;; qualified;; people;; markup;; retains;; original;; glyphs;; relates;; output;; products;; able;; search;; display;; form","10.4000/jtei.2301","unicode;; natural language processing;; markup language;; kanji;; injustice;; glyph;; encoding;; encode;; computer science;; artificial intelligence"
";; ","essay;; describe;; collaborative;; work;; students;; teachers;; tei;; edition;; dinah;; mulock;; craik;; correspondence;; inside;; digital;; pedagogy;; inclusive;; attentive;; material;; conditions;; both;; text;; labor;; reproducible;; follow;; cognitive;; apprenticeship;; model;; education;; emphasizes;; community;; practice;; learners;; become;; increasingly;; proficient;; until;; ideally;; longer;; apprentices;; genuine;; collaborators;; paper;; five;; stages;; learning;; modeling;; approximating;; fading;; self;; directed;; generalizing;; hansman;; 2001;; 47;; help;; us;; foster;; scholars;; anne;; balsamo;; elizabeth;; losh;; jacqueline;; wernimont;; laura;; wexler;; hong;; wu;; call;; foundational;; ethical;; principles;; 2011;; 162;; 3;; feminist;; virtues;; al;; para;; 26;; collaboration;; confidence;; humility;; flexibility;; integrity;; intellectual;; generosity","10.4000/jtei.2185","student teaching;; sociology;; pedagogy;; humility;; generosity;; feminist pedagogy;; feminism;; community of practice;; cognitive apprenticeship;; apprenticeship"
";; ;; ;; ;; ;; ","paper;; focuses;; work;; tei;; archiving;; preservation;; access;; service;; tapas;; pedagogy;; specifically;; initiative;; called;; classroom;; focused;; exploring;; pedagogical;; uses;; provide;; background;; describe;; several;; case;; studies;; involving;; partners;; teaching;; finally;; outcomes","10.4000/jtei.2144","xslt;; sociology;; pedagogy"
"","cryptic;; crossword;; highly;; sophisticated;; challenging;; type;; intellectual;; puzzle;; daily;; feature;; british;; newspapers;; nearly;; century;; yet;; culture;; traditions;; surrounding;; received;; little;; scholarly;; attention;; article;; outlines;; short;; history;; explains;; clues;; work;; argue;; great;; deal;; common;; poetry;; learn;; structure;; depend;; effect;; confusing;; solver;; overlapping;; syntactic;; semantic;; hierarchies;; so;; serve;; evidence;; merely;; unfortunate;; limitation;; afflicting;; xml;; languages;; psychologically;; linguistically;; real;; finally;; tei;; schema;; approach;; encoding;; components;; way;; enables;; algorithmic;; trends;; features;; clue;; types;; view;; creating;; historical;; corpus;; encoded;; illuminate;; evolution;; tradition","10.4000/jtei.2222","xml;; syntax;; solver;; schema;; poetry;; newspaper;; linguistics;; hierarchy;; encoding;; computer science"
";; ;; ;; ;; ;; ","paper;; markup;; model;; encoding;; si;; units;; measurements;; historical;; texts;; contain;; examples;; compound;; composed;; sets;; numerical;; components;; instead;; element;; requires;; single;; set;; unit;; quantity;; propose;; newly;; defined;; tags;; idiosyncratic;; measurement;; semantics;; namely;; encodingdescpart;; global;; contained;; measurelike;; relevant;; attribute;; factor;; shows;; factors;; values;; referenced;; elements;; attributes;; included;; tei;; p5;; guidelines;; especially;; useful;; decimal;; system;; though;; offers;; example;; encodings;; japanese;; source;; engi;; shiki;; applicable;; cultural;; spheres;; japan","10.4000/jtei.1996","semantics;; markup language;; encoding;; decimal;; computer science;; arithmetic"
"","paper;; describes;; ongoing;; development;; tei;; conformant;; model;; encoding;; hybrid;; primary;; sources;; containing;; text;; graphical;; components;; similar;; level;; semantic;; meaning;; subsequent;; considerations;; part;; digital;; scholarly;; edition;; project;; representing;; notebooks;; austrian;; conceptual;; artist;; hartmut;; skerbisch;; 1945;; 2009;; handwritten;; corpus;; created;; over;; period;; almost;; 40;; years;; besides;; drawings;; important;; visual;; means;; expression;; context;; digitally;; numerous;; graphics;; embedded;; notes;; equivalent;; depth;; three;; step;; takes;; account;; 1;; characterizing;; composition;; 2;; textual;; functions;; describing;; directing;; execution;; artworks;; 3;; interpretation;; contextualization;; connected;; material;; information;; discusses;; existing;; methods;; combination;; actual;; introduces;; enrichment;; formal;; descriptions;; rdf;; xml;; taxonomies;; linked;; open;; data;; genealogy;; artistic;; concepts;; documented;; become;; traceable","10.4000/jtei.2800","xml;; semantic web;; rdf;; linked data;; information retrieval;; graphics;; graphical content;; encoding;; contextualization;; computer science"
"","inherent;; flexibility;; digital;; format;; favored;; rise;; editions;; enable;; access;; every;; witness;; textual;; work;; types;; might;; different;; goals;; seek;; answer;; research;; questions;; usually;; coincide;; drawing;; attention;; importance;; variants;; maximize;; computational;; may;; practiced;; witnesses;; complex;; taxonomy;; reflects;; diversity;; scholars;; followed;; recommended;; tei;; encoding;; attributes;; cause;; type;; inside;; element;; others;; find;; insufficient;; able;; enclose;; hierarchy;; intrinsic;; complicated;; taxonomies;; overlap;; classes;; efficient;; way;; guidelines;; offer;; module;; addresses;; issue;; feature;; structures;; paper;; advocate;; controlled;; vocabulary;; categorize;; offers;; instead;; pliable;; allows;; editor;; include;; multiple;; layers;; information;; apparatus;; tagset","10.4000/jtei.2676","witness;; natural language processing;; intrinsic value;; hierarchy;; encoding;; controlled vocabulary;; computer science;; computational analysis;; categorization;; artificial intelligence"
";; ;; ;; ","project;; note;; introduce;; set;; printed;; single;; broadsheets;; german;; recently;; discovered;; two;; vienna;; libraries;; thanks;; digitization;; annotation;; online;; publication;; austrian;; centre;; digital;; humanities;; acdh;; academy;; sciences;; oaw;; promise;; shed;; light;; history;; crime;; punishment;; early;; modern;; entitled;; death;; sentences;; belong;; little;; explored;; genre;; print;; media;; distributed;; advertise;; public;; executions;; subject;; closer;; scholarly;; examination;; now;; investigation;; sources;; employs;; mixed;; approach;; combining;; traditional;; methods;; transcribed;; encoded;; according;; tei;; guidelines;; namesdates;; module;; capture;; essential;; information;; convicts;; sentenced;; following;; description;; gives;; overview;; encoding;; schemes;; applied;; research;; possibilities;; resulting;; outlines;; functionalities;; planned;; open;; access;; edition;; processed;; enriched;; data;; hope;; pave;; way;; comprehensive;; interdisciplinary;; interesting;; chapter;; viennese;; audiences","10.4000/jtei.1925","world wide web;; print media;; history;; german;; encoding;; digitization;; digital humanities;; annotation"
"","digital;; age;; legal;; situation;; data;; research;; projects;; relevant;; international;; community;; tei;; becoming;; more;; important;; differences;; national;; laws;; legally;; reusable;; one;; country;; unprocessable;; another;; ready;; licenses;; become;; powerful;; tool;; facilitate;; scale;; paper;; discusses;; concept;; copyright;; context;; global;; make;; open;; vital;; ensuring;; sustainability;; three;; types;; creative;; commons;; peer;; publishing;; specific;; strengths;; examined;; finally;; history;; transformation;; abstracts;; 2016;; conference;; members;; meeting;; serve;; example;; show;; proper;; licensing;; push;; process","10.4000/jtei.2610","sustainability;; research process;; publishing;; public relations;; political science;; open data;; international research;; creativity;; creative commons;; commons"
";; ","sonification;; complementary;; technique;; visualization;; uses;; sound;; describe;; relationships;; data;; work;; aid;; exploratory;; textual;; sonifying;; variants;; presented;; focuses;; pitch;; tones;; help;; user;; listen;; differences;; structure;; variations;; text;; texts;; encoded;; encoding;; initiative;; tei;; xml;; extracting;; hyperstructures;; conversion;; elements;; attributes;; sounds;; listener;; discuss;; approaches;; creating;; represent;; bodleian;; libraries;; first;; folio;; project;; early;; visualizations;; consider;; issues;; raised;; novel;; exciting;; alternative;; way;; exploring;; structures;; determine;; novelty;; area;; major;; challenge;; useful;; exploration;; marked","10.4000/jtei.1535","xml;; visualization;; sonification;; novelty;; multimedia;; hypertext;; human computer interaction;; folio;; encoding;; computer science;; auditory display"
